Date,Total,Wind,Solar,WindAndSolar
2007-08-06,1341.397,0.0,0.0,0.0
2007-08-07,1395.238,0.0,0.0,0.0
2007-08-08,1371.998,0.0,0.0,0.0
2007-08-09,1344.038,0.0,0.0,0.0
2007-08-10,1328.248,0.0,0.0,0.0
2007-08-11,1104.216,0.0,0.0,0.0
2007-08-12,997.376,0.0,0.0,0.0
2007-08-13,1300.651,0.0,0.0,0.0
2007-08-14,1346.987,0.0,0.0,0.0
2007-08-15,1348.552,0.0,0.0,0.0
2007-08-16,1308.936,0.0,0.0,0.0
2007-08-17,1281.584,0.0,0.0,0.0
2007-08-18,1127.393,0.0,0.0,0.0
2007-08-19,1025.3,0.0,0.0,0.0
2007-08-20,1373.403,0.0,0.0,0.0
2007-08-21,1393.059,0.0,0.0,0.0
2007-08-22,1411.963,0.0,0.0,0.0
2007-08-23,1406.478,0.0,0.0,0.0
2007-08-24,1360.429,0.0,0.0,0.0
2007-08-25,1138.67,0.0,0.0,0.0
2007-08-26,1025.367,0.0,0.0,0.0
2007-08-27,1364.066,0.0,0.0,0.0
2007-08-28,1390.286,0.0,0.0,0.0
2007-08-29,1422.812,0.0,0.0,0.0
2007-08-30,1421.014,0.0,0.0,0.0
2007-08-31,1404.533,0.0,0.0,0.0
2007-09-01,1193.544,0.0,0.0,0.0
2007-09-02,1099.489,0.0,0.0,0.0
2007-09-03,1424.461,0.0,0.0,0.0
2007-09-04,1411.292,0.0,0.0,0.0
2007-09-05,1407.592,0.0,0.0,0.0
2007-09-06,1430.784,0.0,0.0,0.0
2007-09-07,1429.646,0.0,0.0,0.0
2007-09-08,1246.981,0.0,0.0,0.0
2007-09-09,1130.733,0.0,0.0,0.0
2007-09-10,1443.708,0.0,0.0,0.0
2007-09-11,1439.069,0.0,0.0,0.0
2007-09-12,1431.079,0.0,0.0,0.0
2007-09-13,1411.745,0.0,0.0,0.0
2007-09-14,1411.93,0.0,0.0,0.0
2007-09-15,1235.884,0.0,0.0,0.0
2007-09-16,1092.305,0.0,0.0,0.0
2007-09-17,1425.488,0.0,0.0,0.0
2007-09-18,1461.307,0.0,0.0,0.0
2007-09-19,1443.422,0.0,0.0,0.0
2007-09-20,1438.282,0.0,0.0,0.0
2007-09-21,1417.439,0.0,0.0,0.0
2007-09-22,1209.763,0.0,0.0,0.0
2007-09-23,1103.904,0.0,0.0,0.0
2007-09-24,1430.922,0.0,0.0,0.0
2007-09-25,1455.46,0.0,0.0,0.0
2007-09-26,1452.04,0.0,0.0,0.0
2007-09-27,1501.586,0.0,0.0,0.0
2007-09-28,1465.401,0.0,0.0,0.0
2007-09-29,1260.661,0.0,0.0,0.0
2007-09-30,1129.808,0.0,0.0,0.0
2007-10-01,1418.342,0.0,0.0,0.0
2007-10-02,1445.997,0.0,0.0,0.0
2007-10-03,1158.327,0.0,0.0,0.0
2007-10-04,1428.652,0.0,0.0,0.0
2007-10-05,1414.107,0.0,0.0,0.0
2007-10-06,1214.732,0.0,0.0,0.0
2007-10-07,1106.199,0.0,0.0,0.0
2007-10-08,1439.71,0.0,0.0,0.0
2007-10-09,1470.859,0.0,0.0,0.0
2007-10-10,1466.585,0.0,0.0,0.0
2007-10-11,1470.398,0.0,0.0,0.0
2007-10-12,1499.287,0.0,0.0,0.0
2007-10-13,1228.714,0.0,0.0,0.0
2007-10-14,1117.732,0.0,0.0,0.0
2007-10-15,1449.268,0.0,0.0,0.0
2007-10-16,1472.721,0.0,0.0,0.0
2007-10-17,1497.805,0.0,0.0,0.0
2007-10-18,1507.164,0.0,0.0,0.0
2007-10-19,1501.243,0.0,0.0,0.0
2007-10-20,1279.587,0.0,0.0,0.0
2007-10-21,1190.55,0.0,0.0,0.0
2007-10-22,1506.371,0.0,0.0,0.0
2007-10-23,1538.694,0.0,0.0,0.0
2007-10-24,1540.721,0.0,0.0,0.0
2007-10-25,1522.027,0.0,0.0,0.0
2007-10-26,1506.312,0.0,0.0,0.0
2007-10-27,1296.302,0.0,0.0,0.0
2007-10-28,1185.017,0.0,0.0,0.0
2007-10-29,1506.281,0.0,0.0,0.0
2007-10-30,1514.627,0.0,0.0,0.0
2007-10-31,1472.331,0.0,0.0,0.0
2007-11-01,1300.805,0.0,0.0,0.0
2007-11-02,1408.209,0.0,0.0,0.0
2007-11-03,1287.15,0.0,0.0,0.0
2007-11-04,1186.636,0.0,0.0,0.0
2007-11-05,1494.452,0.0,0.0,0.0
2007-11-06,1591.535,0.0,0.0,0.0
2007-11-07,1644.873,0.0,0.0,0.0
2007-11-08,1580.649,0.0,0.0,0.0
2007-11-09,1610.09,0.0,0.0,0.0
2007-11-10,1373.29,0.0,0.0,0.0
2007-11-11,1238.464,0.0,0.0,0.0
2007-11-12,1553.367,0.0,0.0,0.0
2007-11-13,1561.059,0.0,0.0,0.0
2007-11-14,1556.708,0.0,0.0,0.0
2007-11-15,1539.716,0.0,0.0,0.0
2007-11-16,1544.613,0.0,0.0,0.0
2007-11-17,1349.997,0.0,0.0,0.0
2007-11-18,1224.475,0.0,0.0,0.0
2007-11-19,1558.245,0.0,0.0,0.0
2007-11-20,1573.769,0.0,0.0,0.0
2007-11-21,1552.344,0.0,0.0,0.0
2007-11-22,1548.079,0.0,0.0,0.0
2007-11-23,1532.874,0.0,0.0,0.0
2007-11-24,1351.308,0.0,0.0,0.0
2007-11-25,1294.132,0.0,0.0,0.0
2007-11-26,1599.772,0.0,0.0,0.0
2007-11-27,1595.457,0.0,0.0,0.0
2007-11-28,1587.481,0.0,0.0,0.0
2007-11-29,1610.842,0.0,0.0,0.0
2007-11-30,1586.737,0.0,0.0,0.0
2007-12-01,1385.024,0.0,0.0,0.0
2007-12-02,1299.624,0.0,0.0,0.0
2007-12-03,1617.784,0.0,0.0,0.0
2007-12-04,1593.123,0.0,0.0,0.0
2007-12-05,1591.552,0.0,0.0,0.0
2007-12-06,1587.45,0.0,0.0,0.0
2007-12-07,1615,0.0,0.0,0.0
2007-12-08,1380.693,0.0,0.0,0.0
2007-12-09,1246.85,0.0,0.0,0.0
2007-12-10,1545.319,0.0,0.0,0.0
2007-12-11,1571.093,0.0,0.0,0.0
2007-12-12,1574.249,0.0,0.0,0.0
2007-12-13,1556.444,0.0,0.0,0.0
2007-12-14,1546.376,0.0,0.0,0.0
2007-12-15,1340.326,0.0,0.0,0.0
2007-12-16,1247.58,0.0,0.0,0.0
2007-12-17,1543.455,0.0,0.0,0.0
2007-12-18,1564.052,0.0,0.0,0.0
2007-12-19,1557.209,0.0,0.0,0.0
2007-12-20,1531.29,0.0,0.0,0.0
2007-12-21,1457.683,0.0,0.0,0.0
2007-12-22,1305.698,0.0,0.0,0.0
2007-12-23,1226.681,0.0,0.0,0.0
2007-12-24,1168.744,0.0,0.0,0.0
2007-12-25,1112.363,0.0,0.0,0.0
2007-12-26,1120.251,0.0,0.0,0.0
2007-12-27,1287.245,0.0,0.0,0.0
2007-12-28,1308.594,0.0,0.0,0.0
2007-12-29,1256.51,0.0,0.0,0.0
2007-12-30,1142.201,0.0,0.0,0.0
2007-12-31,1145.582,0.0,0.0,0.0
2008-01-01,1083.424,0.0,0.0,0.0
2008-01-02,1396.483,0.0,0.0,0.0
2008-01-03,1523.427,0.0,0.0,0.0
2008-01-04,1512.429,0.0,0.0,0.0
2008-01-05,1355.843,0.0,0.0,0.0
2008-01-06,1209.011,0.0,0.0,0.0
2008-01-07,1542.984,0.0,0.0,0.0
2008-01-08,1565.447,0.0,0.0,0.0
2008-01-09,1561.768,0.0,0.0,0.0
2008-01-10,1571.959,0.0,0.0,0.0
2008-01-11,1551.756,0.0,0.0,0.0
2008-01-12,1355.192,0.0,0.0,0.0
2008-01-13,1225.854,0.0,0.0,0.0
2008-01-14,1556.149,0.0,0.0,0.0
2008-01-15,1596.221,0.0,0.0,0.0
2008-01-16,1575.663,0.0,0.0,0.0
2008-01-17,1548.472,0.0,0.0,0.0
2008-01-18,1549.215,0.0,0.0,0.0
2008-01-19,1352.255,0.0,0.0,0.0
2008-01-20,1224.458,0.0,0.0,0.0
2008-01-21,1552.516,0.0,0.0,0.0
2008-01-22,1565.022,0.0,0.0,0.0
2008-01-23,1557.643,0.0,0.0,0.0
2008-01-24,1568.373,0.0,0.0,0.0
2008-01-25,1599.434,0.0,0.0,0.0
2008-01-26,1409.606,0.0,0.0,0.0
2008-01-27,1272.86,0.0,0.0,0.0
2008-01-28,1516.204,0.0,0.0,0.0
2008-01-29,1531.764,0.0,0.0,0.0
2008-01-30,1556.646,0.0,0.0,0.0
2008-01-31,1593.5,0.0,0.0,0.0
2008-02-01,1604.691,0.0,0.0,0.0
2008-02-02,1355.376,0.0,0.0,0.0
2008-02-03,1223.609,0.0,0.0,0.0
2008-02-04,1481.154,0.0,0.0,0.0
2008-02-05,1536.143,0.0,0.0,0.0
2008-02-06,1572.79,0.0,0.0,0.0
2008-02-07,1566.609,0.0,0.0,0.0
2008-02-08,1503.415,0.0,0.0,0.0
2008-02-09,1293.027,0.0,0.0,0.0
2008-02-10,1179.2,0.0,0.0,0.0
2008-02-11,1492.048,0.0,0.0,0.0
2008-02-12,1523.91,0.0,0.0,0.0
2008-02-13,1542.293,0.0,0.0,0.0
2008-02-14,1556.974,0.0,0.0,0.0
2008-02-15,1538.604,0.0,0.0,0.0
2008-02-16,1326.761,0.0,0.0,0.0
2008-02-17,1229.443,0.0,0.0,0.0
2008-02-18,1560.866,0.0,0.0,0.0
2008-02-19,1554.795,0.0,0.0,0.0
2008-02-20,1551.603,0.0,0.0,0.0
2008-02-21,1571.934,0.0,0.0,0.0
2008-02-22,1606.299,0.0,0.0,0.0
2008-02-23,1361.091,0.0,0.0,0.0
2008-02-24,1191.572,0.0,0.0,0.0
2008-02-25,1507.333,0.0,0.0,0.0
2008-02-26,1557.302,0.0,0.0,0.0
2008-02-27,1582.078,0.0,0.0,0.0
2008-02-28,1513.179,0.0,0.0,0.0
2008-02-29,1502.001,0.0,0.0,0.0
2008-03-01,1375.903,0.0,0.0,0.0
2008-03-02,1265.889,0.0,0.0,0.0
2008-03-03,1519.856,0.0,0.0,0.0
2008-03-04,1545.508,0.0,0.0,0.0
2008-03-05,1529.23,0.0,0.0,0.0
2008-03-06,1570.612,0.0,0.0,0.0
2008-03-07,1488.568,0.0,0.0,0.0
2008-03-08,1283.302,0.0,0.0,0.0
2008-03-09,1182.81,0.0,0.0,0.0
2008-03-10,1484.846,0.0,0.0,0.0
2008-03-11,1531.191,0.0,0.0,0.0
2008-03-12,1571.014,0.0,0.0,0.0
2008-03-13,1573.429,0.0,0.0,0.0
2008-03-14,1510.365,0.0,0.0,0.0
2008-03-15,1267.466,0.0,0.0,0.0
2008-03-16,1165.851,0.0,0.0,0.0
2008-03-17,1508.6,0.0,0.0,0.0
2008-03-18,1512.219,0.0,0.0,0.0
2008-03-19,1502.994,0.0,0.0,0.0
2008-03-20,1492.826,0.0,0.0,0.0
2008-03-21,1228.325,0.0,0.0,0.0
2008-03-22,1208.581,0.0,0.0,0.0
2008-03-23,1088.27,0.0,0.0,0.0
2008-03-24,1115.513,0.0,0.0,0.0
2008-03-25,1464.363,0.0,0.0,0.0
2008-03-26,1529.734,0.0,0.0,0.0
2008-03-27,1495.959,0.0,0.0,0.0
2008-03-28,1460.372,0.0,0.0,0.0
2008-03-29,1281.289,0.0,0.0,0.0
2008-03-30,1167.593,0.0,0.0,0.0
2008-03-31,1435.773,0.0,0.0,0.0
2008-04-01,1468.038,0.0,0.0,0.0
2008-04-02,1488.001,0.0,0.0,0.0
2008-04-03,1491.993,0.0,0.0,0.0
2008-04-04,1465.897,0.0,0.0,0.0
2008-04-05,1271.197,0.0,0.0,0.0
2008-04-06,1156.181,0.0,0.0,0.0
2008-04-07,1471.491,0.0,0.0,0.0
2008-04-08,1472.065,0.0,0.0,0.0
2008-04-09,1476.398,0.0,0.0,0.0
2008-04-10,1478.682,0.0,0.0,0.0
2008-04-11,1454.682,0.0,0.0,0.0
2008-04-12,1229.588,0.0,0.0,0.0
2008-04-13,1119.972,0.0,0.0,0.0
2008-04-14,1456.913,0.0,0.0,0.0
2008-04-15,1482.648,0.0,0.0,0.0
2008-04-16,1467.958,0.0,0.0,0.0
2008-04-17,1458.33,0.0,0.0,0.0
2008-04-18,1435.367,0.0,0.0,0.0
2008-04-19,1259.607,0.0,0.0,0.0
2008-04-20,1110.038,0.0,0.0,0.0
2008-04-21,1457.043,0.0,0.0,0.0
2008-04-22,1484.834,0.0,0.0,0.0
2008-04-23,1420.243,0.0,0.0,0.0
2008-04-24,1416.933,0.0,0.0,0.0
2008-04-25,1401.472,0.0,0.0,0.0
2008-04-26,1183.262,0.0,0.0,0.0
2008-04-27,1065.066,0.0,0.0,0.0
2008-04-28,1409.408,0.0,0.0,0.0
2008-04-29,1419.492,0.0,0.0,0.0
2008-04-30,1374.498,0.0,0.0,0.0
2008-05-01,1026.167,0.0,0.0,0.0
2008-05-02,1201.579,0.0,0.0,0.0
2008-05-03,1109.653,0.0,0.0,0.0
2008-05-04,1031.472,0.0,0.0,0.0
2008-05-05,1357.382,0.0,0.0,0.0
2008-05-06,1382.96,0.0,0.0,0.0
2008-05-07,1379.221,0.0,0.0,0.0
2008-05-08,1370.643,0.0,0.0,0.0
2008-05-09,1344,0.0,0.0,0.0
2008-05-10,1120.047,0.0,0.0,0.0
2008-05-11,957.026,0.0,0.0,0.0
2008-05-12,989.434,0.0,0.0,0.0
2008-05-13,1332.15,0.0,0.0,0.0
2008-05-14,1368.785,0.0,0.0,0.0
2008-05-15,1380.475,0.0,0.0,0.0
2008-05-16,1367.001,0.0,0.0,0.0
2008-05-17,1184.424,0.0,0.0,0.0
2008-05-18,1062.978,0.0,0.0,0.0
2008-05-19,1363.607,0.0,0.0,0.0
2008-05-20,1370.487,0.0,0.0,0.0
2008-05-21,1370.915,0.0,0.0,0.0
2008-05-22,1163.613,0.0,0.0,0.0
2008-05-23,1258.231,0.0,0.0,0.0
2008-05-24,1128.052,0.0,0.0,0.0
2008-05-25,1050.947,0.0,0.0,0.0
2008-05-26,1381.911,0.0,0.0,0.0
2008-05-27,1398.667,0.0,0.0,0.0
2008-05-28,1429.284,0.0,0.0,0.0
2008-05-29,1409.855,0.0,0.0,0.0
2008-05-30,1399.015,0.0,0.0,0.0
2008-05-31,1190.04,0.0,0.0,0.0
2008-06-01,1060.393,0.0,0.0,0.0
2008-06-02,1379.592,0.0,0.0,0.0
2008-06-03,1389.905,0.0,0.0,0.0
2008-06-04,1397.524,0.0,0.0,0.0
2008-06-05,1393.859,0.0,0.0,0.0
2008-06-06,1357.035,0.0,0.0,0.0
2008-06-07,1165.5,0.0,0.0,0.0
2008-06-08,1045.6,0.0,0.0,0.0
2008-06-09,1355.783,0.0,0.0,0.0
2008-06-10,1380.759,0.0,0.0,0.0
2008-06-11,1371.815,0.0,0.0,0.0
2008-06-12,1368.108,0.0,0.0,0.0
2008-06-13,1346.021,0.0,0.0,0.0
2008-06-14,1133.244,0.0,0.0,0.0
2008-06-15,1035.383,0.0,0.0,0.0
2008-06-16,1343.318,0.0,0.0,0.0
2008-06-17,1368.623,0.0,0.0,0.0
2008-06-18,1373.078,0.0,0.0,0.0
2008-06-19,1371.182,0.0,0.0,0.0
2008-06-20,1340.465,0.0,0.0,0.0
2008-06-21,1139.909,0.0,0.0,0.0
2008-06-22,1060.216,0.0,0.0,0.0
2008-06-23,1380.828,0.0,0.0,0.0
2008-06-24,1368.77,0.0,0.0,0.0
2008-06-25,1383.384,0.0,0.0,0.0
2008-06-26,1373.551,0.0,0.0,0.0
2008-06-27,1372.462,0.0,0.0,0.0
2008-06-28,1163.012,0.0,0.0,0.0
2008-06-29,1038.172,0.0,0.0,0.0
2008-06-30,1346.422,0.0,0.0,0.0
2008-07-01,1380.288,0.0,0.0,0.0
2008-07-02,1397.098,0.0,0.0,0.0
2008-07-03,1404.763,0.0,0.0,0.0
2008-07-04,1355.638,0.0,0.0,0.0
2008-07-05,1129.876,0.0,0.0,0.0
2008-07-06,1041.709,0.0,0.0,0.0
2008-07-07,1338.199,0.0,0.0,0.0
2008-07-08,1370.67,0.0,0.0,0.0
2008-07-09,1369.517,0.0,0.0,0.0
2008-07-10,1369.54,0.0,0.0,0.0
2008-07-11,1352.139,0.0,0.0,0.0
2008-07-12,1146.634,0.0,0.0,0.0
2008-07-13,1029.243,0.0,0.0,0.0
2008-07-14,1324.471,0.0,0.0,0.0
2008-07-15,1345.819,0.0,0.0,0.0
2008-07-16,1359.372,0.0,0.0,0.0
2008-07-17,1362.253,0.0,0.0,0.0
2008-07-18,1333.615,0.0,0.0,0.0
2008-07-19,1119.765,0.0,0.0,0.0
2008-07-20,1031.074,0.0,0.0,0.0
2008-07-21,1334.297,0.0,0.0,0.0
2008-07-22,1334.409,0.0,0.0,0.0
2008-07-23,1326.747,0.0,0.0,0.0
2008-07-24,1324.874,0.0,0.0,0.0
2008-07-25,1314.228,0.0,0.0,0.0
2008-07-26,1142.574,0.0,0.0,0.0
2008-07-27,1039.321,0.0,0.0,0.0
2008-07-28,1330.953,0.0,0.0,0.0
2008-07-29,1359.079,0.0,0.0,0.0
2008-07-30,1350.439,0.0,0.0,0.0
2008-07-31,1350.253,0.0,0.0,0.0
2008-08-01,1328.425,0.0,0.0,0.0
2008-08-02,1117.795,0.0,0.0,0.0
2008-08-03,1046.408,0.0,0.0,0.0
2008-08-04,1349.001,0.0,0.0,0.0
2008-08-05,1344.579,0.0,0.0,0.0
2008-08-06,1334.72,0.0,0.0,0.0
2008-08-07,1359.001,0.0,0.0,0.0
2008-08-08,1327.802,0.0,0.0,0.0
2008-08-09,1132.256,0.0,0.0,0.0
2008-08-10,1047.261,0.0,0.0,0.0
2008-08-11,1340.211,0.0,0.0,0.0
2008-08-12,1385.901,0.0,0.0,0.0
2008-08-13,1375.108,0.0,0.0,0.0
2008-08-14,1359.224,0.0,0.0,0.0
2008-08-15,1307.532,0.0,0.0,0.0
2008-08-16,1126.097,0.0,0.0,0.0
2008-08-17,1031.6,0.0,0.0,0.0
2008-08-18,1337.886,0.0,0.0,0.0
2008-08-19,1373.632,0.0,0.0,0.0
2008-08-20,1371.919,0.0,0.0,0.0
2008-08-21,1360.072,0.0,0.0,0.0
2008-08-22,1352.729,0.0,0.0,0.0
2008-08-23,1152.011,0.0,0.0,0.0
2008-08-24,1043.285,0.0,0.0,0.0
2008-08-25,1346.973,0.0,0.0,0.0
2008-08-26,1372.02,0.0,0.0,0.0
2008-08-27,1378.079,0.0,0.0,0.0
2008-08-28,1397.458,0.0,0.0,0.0
2008-08-29,1376.338,0.0,0.0,0.0
2008-08-30,1133.253,0.0,0.0,0.0
2008-08-31,1040.452,0.0,0.0,0.0
2008-09-01,1386.419,0.0,0.0,0.0
2008-09-02,1399.869,0.0,0.0,0.0
2008-09-03,1409.421,0.0,0.0,0.0
2008-09-04,1405.844,0.0,0.0,0.0
2008-09-05,1369.44,0.0,0.0,0.0
2008-09-06,1177.626,0.0,0.0,0.0
2008-09-07,1073.273,0.0,0.0,0.0
2008-09-08,1368.883,0.0,0.0,0.0
2008-09-09,1385.615,0.0,0.0,0.0
2008-09-10,1416.681,0.0,0.0,0.0
2008-09-11,1406.622,0.0,0.0,0.0
2008-09-12,1409.787,0.0,0.0,0.0
2008-09-13,1177.786,0.0,0.0,0.0
2008-09-14,1055.011,0.0,0.0,0.0
2008-09-15,1395.105,0.0,0.0,0.0
2008-09-16,1426.671,0.0,0.0,0.0
2008-09-17,1429.348,0.0,0.0,0.0
2008-09-18,1425.22,0.0,0.0,0.0
2008-09-19,1396.562,0.0,0.0,0.0
2008-09-20,1182.659,0.0,0.0,0.0
2008-09-21,1098.646,0.0,0.0,0.0
2008-09-22,1432.421,0.0,0.0,0.0
2008-09-23,1471.072,0.0,0.0,0.0
2008-09-24,1451.046,0.0,0.0,0.0
2008-09-25,1455.36,0.0,0.0,0.0
2008-09-26,1404.2,0.0,0.0,0.0
2008-09-27,1182.677,0.0,0.0,0.0
2008-09-28,1092.82,0.0,0.0,0.0
2008-09-29,1415.974,0.0,0.0,0.0
2008-09-30,1486.405,0.0,0.0,0.0
2008-10-01,1519.184,0.0,0.0,0.0
2008-10-02,1475.456,0.0,0.0,0.0
2008-10-03,1145.489,0.0,0.0,0.0
2008-10-04,1166.78,0.0,0.0,0.0
2008-10-05,1170.868,0.0,0.0,0.0
2008-10-06,1425.122,0.0,0.0,0.0
2008-10-07,1441.127,0.0,0.0,0.0
2008-10-08,1438.879,0.0,0.0,0.0
2008-10-09,1440.893,0.0,0.0,0.0
2008-10-10,1414.967,0.0,0.0,0.0
2008-10-11,1217.037,0.0,0.0,0.0
2008-10-12,1105.859,0.0,0.0,0.0
2008-10-13,1426.102,0.0,0.0,0.0
2008-10-14,1453.235,0.0,0.0,0.0
2008-10-15,1472.339,0.0,0.0,0.0
2008-10-16,1503.075,0.0,0.0,0.0
2008-10-17,1467.77,0.0,0.0,0.0
2008-10-18,1228.575,0.0,0.0,0.0
2008-10-19,1146.579,0.0,0.0,0.0
2008-10-20,1446.064,0.0,0.0,0.0
2008-10-21,1494.947,0.0,0.0,0.0
2008-10-22,1491.166,0.0,0.0,0.0
2008-10-23,1479.125,0.0,0.0,0.0
2008-10-24,1457.668,0.0,0.0,0.0
2008-10-25,1232.862,0.0,0.0,0.0
2008-10-26,1188.091,0.0,0.0,0.0
2008-10-27,1471.108,0.0,0.0,0.0
2008-10-28,1502.589,0.0,0.0,0.0
2008-10-29,1501.806,0.0,0.0,0.0
2008-10-30,1501.929,0.0,0.0,0.0
2008-10-31,1408.747,0.0,0.0,0.0
2008-11-01,1181.148,0.0,0.0,0.0
2008-11-02,1126.57,0.0,0.0,0.0
2008-11-03,1438.222,0.0,0.0,0.0
2008-11-04,1460.009,0.0,0.0,0.0
2008-11-05,1470.287,0.0,0.0,0.0
2008-11-06,1473.127,0.0,0.0,0.0
2008-11-07,1448.528,0.0,0.0,0.0
2008-11-08,1244.168,0.0,0.0,0.0
2008-11-09,1183.714,0.0,0.0,0.0
2008-11-10,1519.742,0.0,0.0,0.0
2008-11-11,1521.103,0.0,0.0,0.0
2008-11-12,1503.844,0.0,0.0,0.0
2008-11-13,1489.027,0.0,0.0,0.0
2008-11-14,1485.666,0.0,0.0,0.0
2008-11-15,1286.46,0.0,0.0,0.0
2008-11-16,1202.267,0.0,0.0,0.0
2008-11-17,1466.185,0.0,0.0,0.0
2008-11-18,1533.402,0.0,0.0,0.0
2008-11-19,1557.775,0.0,0.0,0.0
2008-11-20,1587.9,0.0,0.0,0.0
2008-11-21,1495.77,0.0,0.0,0.0
2008-11-22,1306.652,0.0,0.0,0.0
2008-11-23,1211.173,0.0,0.0,0.0
2008-11-24,1499.246,0.0,0.0,0.0
2008-11-25,1532.641,0.0,0.0,0.0
2008-11-26,1553.878,0.0,0.0,0.0
2008-11-27,1545.397,0.0,0.0,0.0
2008-11-28,1484.277,0.0,0.0,0.0
2008-11-29,1268.967,0.0,0.0,0.0
2008-11-30,1178.042,0.0,0.0,0.0
2008-12-01,1491.789,0.0,0.0,0.0
2008-12-02,1538.111,0.0,0.0,0.0
2008-12-03,1541.102,0.0,0.0,0.0
2008-12-04,1535.108,0.0,0.0,0.0
2008-12-05,1474,0.0,0.0,0.0
2008-12-06,1254.08,0.0,0.0,0.0
2008-12-07,1167.657,0.0,0.0,0.0
2008-12-08,1486.874,0.0,0.0,0.0
2008-12-09,1517.789,0.0,0.0,0.0
2008-12-10,1513.498,0.0,0.0,0.0
2008-12-11,1512.489,0.0,0.0,0.0
2008-12-12,1469.565,0.0,0.0,0.0
2008-12-13,1292.95,0.0,0.0,0.0
2008-12-14,1182.781,0.0,0.0,0.0
2008-12-15,1447.775,0.0,0.0,0.0
2008-12-16,1469.645,0.0,0.0,0.0
2008-12-17,1466.277,0.0,0.0,0.0
2008-12-18,1424.95,0.0,0.0,0.0
2008-12-19,1361.965,0.0,0.0,0.0
2008-12-20,1258.028,0.0,0.0,0.0
2008-12-21,1129.423,0.0,0.0,0.0
2008-12-22,1299.522,0.0,0.0,0.0
2008-12-23,1226.172,0.0,0.0,0.0
2008-12-24,1086.798,0.0,0.0,0.0
2008-12-25,1002.092,0.0,0.0,0.0
2008-12-26,1006.087,0.0,0.0,0.0
2008-12-27,1097.525,0.0,0.0,0.0
2008-12-28,1047.014,0.0,0.0,0.0
2008-12-29,1198.295,0.0,0.0,0.0
2008-12-30,1199.765,0.0,0.0,0.0
2008-12-31,1117.617,0.0,0.0,0.0
2009-01-01,1018.975,0.0,0.0,0.0
2009-01-02,1161.911,0.0,0.0,0.0
2009-01-03,1178.078,0.0,0.0,0.0
2009-01-04,1130.021,0.0,0.0,0.0
2009-01-05,1333.041,0.0,0.0,0.0
2009-01-06,1340.896,0.0,0.0,0.0
2009-01-07,1472.995,0.0,0.0,0.0
2009-01-08,1454.562,0.0,0.0,0.0
2009-01-09,1453.077,0.0,0.0,0.0
2009-01-10,1280.255,0.0,0.0,0.0
2009-01-11,1228.367,0.0,0.0,0.0
2009-01-12,1537.377,0.0,0.0,0.0
2009-01-13,1538.894,0.0,0.0,0.0
2009-01-14,1515.169,0.0,0.0,0.0
2009-01-15,1480.042,0.0,0.0,0.0
2009-01-16,1458.938,0.0,0.0,0.0
2009-01-17,1264.181,0.0,0.0,0.0
2009-01-18,1210.11,0.0,0.0,0.0
2009-01-19,1485.709,0.0,0.0,0.0
2009-01-20,1476.079,0.0,0.0,0.0
2009-01-21,1461.161,0.0,0.0,0.0
2009-01-22,1482.797,0.0,0.0,0.0
2009-01-23,1486.699,0.0,0.0,0.0
2009-01-24,1243.165,0.0,0.0,0.0
2009-01-25,1121.128,0.0,0.0,0.0
2009-01-26,1415.942,0.0,0.0,0.0
2009-01-27,1464.606,0.0,0.0,0.0
2009-01-28,1453.836,0.0,0.0,0.0
2009-01-29,1439.424,0.0,0.0,0.0
2009-01-30,1403.57,0.0,0.0,0.0
2009-01-31,1238.919,0.0,0.0,0.0
2009-02-01,1235.619,0.0,0.0,0.0
2009-02-02,1532.456,0.0,0.0,0.0
2009-02-03,1510.231,0.0,0.0,0.0
2009-02-04,1503.451,0.0,0.0,0.0
2009-02-05,1496.134,0.0,0.0,0.0
2009-02-06,1438.485,0.0,0.0,0.0
2009-02-07,1249.533,0.0,0.0,0.0
2009-02-08,1170.835,0.0,0.0,0.0
2009-02-09,1465.422,0.0,0.0,0.0
2009-02-10,1521.007,0.0,0.0,0.0
2009-02-11,1532.091,0.0,0.0,0.0
2009-02-12,1487.231,0.0,0.0,0.0
2009-02-13,1451.942,0.0,0.0,0.0
2009-02-14,1257.399,0.0,0.0,0.0
2009-02-15,1188.094,0.0,0.0,0.0
2009-02-16,1467.767,0.0,0.0,0.0
2009-02-17,1494.171,0.0,0.0,0.0
2009-02-18,1493.244,0.0,0.0,0.0
2009-02-19,1468.157,0.0,0.0,0.0
2009-02-20,1431.137,0.0,0.0,0.0
2009-02-21,1222.47,0.0,0.0,0.0
2009-02-22,1164.115,0.0,0.0,0.0
2009-02-23,1361.949,0.0,0.0,0.0
2009-02-24,1369.316,0.0,0.0,0.0
2009-02-25,1403.307,0.0,0.0,0.0
2009-02-26,1469.486,0.0,0.0,0.0
2009-02-27,1405.005,0.0,0.0,0.0
2009-02-28,1190.291,0.0,0.0,0.0
2009-03-01,1098.937,0.0,0.0,0.0
2009-03-02,1413.017,0.0,0.0,0.0
2009-03-03,1427.385,0.0,0.0,0.0
2009-03-04,1423.119,0.0,0.0,0.0
2009-03-05,1432.391,0.0,0.0,0.0
2009-03-06,1401.981,0.0,0.0,0.0
2009-03-07,1190.84,0.0,0.0,0.0
2009-03-08,1114.724,0.0,0.0,0.0
2009-03-09,1410.659,0.0,0.0,0.0
